CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Unemployment
36005020100,Bronx,Bronx,4340,2015,2325,68.5,1.5,29.4,0.0,0.7,2182,24160,13334,43.0,55.7,14.2,38.9,27.2,6.4,13.3,19.1,5.2,63.2,4.9,0.0,7.6,37.9,9.8
36005020200,Bronx,Bronx,2232,1066,1166,56.7,12.1,15.1,0.0,14.5,1339,38487,19417,25.9,41.4,20.1,27.7,34.2,6.9,11.1,27.1,6.4,59.6,4.4,0.0,2.5,45.7,7.0
36005020400,Bronx,Bronx,3131,1665,1466,68.5,5.4,11.4,0.0,11.6,1899,49519,20723,18.1,23.9,26.3,24.8,27.1,5.3,16.5,22.8,11.4,51.7,9.6,2.1,2.5,42.1,20.5
36005020501,Bronx,Bronx,7030,3099,3931,69.8,0.0,30.2,0.0,0.0,3926,23160,15021,35.6,42.0,17.0,37.4,29.4,5.5,10.7,14.7,6.5,64.6,12.4,1.2,0.6,39.1,12.6
36005020502,Bronx,Bronx,2123,983,1140,64.1,3.7,31.8,0.0,0.2,1239,15343,16001,43.0,48.8,22.3,18.1,35.3,10.8,13.5,22.8,2.6,68.0,2.6,1.1,2.8,45.9,7.9
36005020601,Bronx,Bronx,2724,1177,1547,40.2,3.9,13.4,0.0,36.7,1662,76429,25477,16.1,14.4,25.0,26.1,34.4,8.8,5.6,17.3,5.3,69.3,5.0,0.0,3.2,51.2,17.2
36005020900,Bronx,Bronx,4351,2339,2012,64.1,2.7,32.0,0.0,0.2,2072,27311,14793,35.8,47.6,15.5,37.0,19.2,5.4,22.9,19.7,1.9,65.8,3.8,8.7,0.0,38.3,11.0
36005021001,Bronx,Bronx,9254,4610,4644,38.6,1.5,52.6,0.0,5.5,6061,48396,25239,14.5,17.2,23.2,27.4,35.8,7.5,6.1,20.9,3.4,66.8,4.2,3.5,1.1,46.5,11.6
36005021002,Bronx,Bronx,6416,2941,3475,28.1,2.5,50.9,0.0,14.2,4382,43313,29947,18.5,23.8,30.3,25.2,26.3,6.3,11.9,15.5,5.2,66.6,5.8,3.1,3.8,49.0,15.4
36005021100,Bronx,Bronx,5506,2839,2667,58.1,0.1,41.4,0.0,0.1,2536,23724,11472,47.7,55.4,13.2,38.8,25.2,6.8,16.0,16.1,8.5,60.5,10.7,0.0,4.2,38.5,19.1
36005021200,Bronx,Bronx,5257,2551,2706,34.4,1.9,36.8,0.0,24.6,3937,51443,24552,13.7,5.9,36.6,23.1,26.6,7.2,6.4,18.1,2.0,66.1,9.7,2.4,1.7,40.1,14.7
36005021301,Bronx,Bronx,1194,549,645,78.9,1.8,19.3,0.0,0.0,662,16378,15822,48.2,67.6,18.8,43.1,28.4,2.4,7.4,16.7,1.1,59.5,13.6,2.8,6.3,29.9,13.3
36005021302,Bronx,Bronx,6061,2423,3638,50.0,1.0,47.5,0.0,1.1,2905,30362,12748,34.8,42.9,18.6,42.6,21.9,4.7,12.1,12.2,5.4,66.8,15.6,0.0,0.0,40.4,12.9
36005021501,Bronx,Bronx,4726,2079,2647,74.0,1.0,21.0,0.0,2.7,2119,26076,11505,38.1,47.2,12.9,38.4,25.5,4.0,19.3,16.5,4.0,72.4,4.7,0.0,2.3,50.7,12.9
36005021502,Bronx,Bronx,6013,3131,2882,75.0,1.7,22.7,0.0,0.0,2912,18507,11639,44.6,56.1,12.8,40.9,18.5,7.3,20.6,16.3,1.0,67.2,7.5,0.7,7.2,38.3,16.4
36005021601,Bronx,Bronx,4137,1897,2240,64.1,10.4,19.1,0.0,3.5,2290,25847,15578,42.9,66.5,11.8,44.3,21.0,7.7,15.2,16.9,3.8,69.4,5.9,0.8,3.2,46.0,19.0
36005021602,Bronx,Bronx,6243,2719,3524,39.1,1.4,38.7,0.7,15.0,4066,41487,21913,20.3,19.8,24.4,29.6,33.5,3.0,9.5,13.8,3.0,74.6,5.3,2.7,0.6,48.6,11.2
36005021700,Bronx,Bronx,5000,2398,2602,54.5,1.3,43.2,0.5,0.0,2735,22721,12208,51.1,72.0,9.1,40.9,23.0,9.4,17.6,14.6,5.7,66.9,7.1,1.3,4.3,42.5,14.3
36005021800,Bronx,Bronx,6882,3307,3575,64.6,2.9,26.9,0.0,5.2,3810,37303,19344,22.1,37.2,25.9,36.8,21.7,5.9,9.6,24.1,2.5,56.6,8.3,2.6,5.9,43.6,16.6
36005021900,Bronx,Bronx,1277,617,660,91.2,2.1,6.7,0.0,0.0,606,31292,15108,29.1,45.5,15.3,35.3,23.4,8.8,17.3,11.5,6.6,68.8,7.8,3.4,1.9,42.6,9.1
36005022000,Bronx,Bronx,2176,1172,1004,79.5,0.3,14.4,1.2,4.2,599,23167,8750,52.9,83.4,9.4,39.0,16.2,7.2,28.3,5.7,3.3,81.6,6.7,2.7,0.0,42.0,19.5
36005022101,Bronx,Bronx,3884,1699,2185,77.6,0.0,17.6,0.0,2.7,1372,25870,12249,41.8,51.9,16.0,44.0,23.1,6.1,10.8,9.0,2.4,73.5,8.1,0.8,6.2,40.1,11.6
36005022102,Bronx,Bronx,5010,2303,2707,77.2,1.5,17.6,0.0,0.4,2144,18664,9696,49.7,66.5,5.1,49.5,15.8,12.1,17.6,14.9,0.5,76.4,3.0,2.0,3.1,39.7,20.5
36005022200,Bronx,Bronx,3414,1677,1737,59.5,4.1,16.4,0.0,18.5,1647,40331,18173,28.7,34.4,26.2,31.8,20.1,10.6,11.2,22.3,7.0,65.8,2.3,1.7,0.7,43.1,14.0
36005022300,Bronx,Bronx,5108,2565,2543,66.2,2.5,28.7,0.0,0.0,2436,24277,13806,41.4,59.7,16.5,39.7,23.7,10.1,9.9,16.0,3.2,68.5,8.2,1.9,2.2,42.2,15.3
36005022401,Bronx,Bronx,2652,1129,1523,66.1,9.0,18.7,0.0,6.0,1391,43611,30091,21.4,23.7,21.5,30.4,30.7,5.4,12.0,12.7,4.8,71.1,7.8,1.6,2.1,43.3,17.0
36005022403,Bronx,Bronx,3502,1441,2061,68.0,16.5,11.0,0.0,0.0,2021,38333,20184,25.2,31.0,27.2,32.9,25.1,5.8,9.0,7.9,2.4,65.8,8.1,9.2,6.6,45.9,15.7
36005022404,Bronx,Bronx,4187,1786,2401,46.8,27.9,18.3,0.0,4.3,2657,42070,24555,20.6,32.9,36.4,23.8,22.7,9.0,8.0,16.6,5.5,63.8,9.1,2.8,2.2,45.9,6.4
36005022500,Bronx,Bronx,8066,3705,4361,63.8,0.2,33.9,0.0,1.8,2977,29302,14612,36.1,45.2,8.7,43.8,23.6,6.6,17.3,8.1,7.1,72.7,8.6,2.6,1.0,39.3,15.6
36005022701,Bronx,Bronx,5917,2621,3296,64.6,1.8,31.9,0.0,1.4,3303,29426,13012,30.1,46.1,15.9,44.1,23.0,6.9,10.2,14.7,7.0,60.0,12.8,0.4,5.1,37.5,13.2
36005022702,Bronx,Bronx,1485,853,632,52.1,0.0,39.5,0.7,4.2,767,23500,15663,34.8,45.8,18.8,25.7,33.7,7.1,14.7,11.8,0.0,68.5,8.1,1.5,10.1,38.1,17.4
36005022703,Bronx,Bronx,1871,817,1054,47.4,10.2,26.9,0.0,15.3,769,45673,18038,27.1,33.6,29.1,32.9,27.3,3.0,7.7,6.0,7.6,62.4,21.7,2.3,0.0,33.4,7.7
36005022800,Bronx,Bronx,6231,2961,3270,45.4,15.9,24.2,0.0,14.5,3781,45069,23256,17.6,32.8,31.2,28.5,23.9,6.6,9.8,15.9,5.1,60.0,11.5,2.6,4.9,44.3,12.8
36005022901,Bronx,Bronx,5568,2681,2887,74.6,1.2,20.0,1.1,1.0,2571,24115,12778,36.4,49.3,12.2,39.8,22.2,5.5,20.3,12.6,1.0,63.7,15.3,1.1,6.3,36.3,16.2
36005022902,Bronx,Bronx,3386,1364,2022,71.9,2.1,20.8,0.0,0.3,1510,24142,11642,34.6,56.4,14.5,43.9,24.1,6.0,11.5,13.8,2.3,64.2,13.5,0.0,6.2,40.3,19.4
36005023000,Bronx,Bronx,3334,1595,1739,57.7,22.7,9.6,0.0,9.4,1896,43929,17638,23.5,34.8,25.7,24.4,29.4,5.8,14.7,22.3,6.3,63.2,3.8,0.0,4.5,44.0,15.3
36005023100,Bronx,Bronx,1594,988,606,63.6,2.8,32.8,0.0,0.0,850,24250,10136,42.8,36.8,12.8,37.2,26.3,10.5,13.2,3.8,1.9,82.4,5.1,6.8,0.0,42.1,23.3
36005023200,Bronx,Bronx,2704,1345,1359,64.6,22.9,2.9,0.0,5.5,1407,44318,22513,23.4,30.2,22.4,28.1,27.0,13.0,9.5,33.3,8.4,48.4,7.1,0.5,2.2,46.8,17.6
36005023301,Bronx,Bronx,4356,2012,2344,74.5,0.0,24.8,0.0,0.0,2094,26250,12713,36.6,54.8,14.0,42.9,17.8,10.8,14.5,10.1,12.0,62.8,5.8,5.3,4.0,38.7,13.2
36005023302,Bronx,Bronx,3614,1673,1941,77.1,0.3,21.1,0.0,1.6,1452,22566,10361,50.1,63.8,12.7,44.5,22.2,8.2,12.4,5.6,2.5,72.2,11.2,1.0,7.5,44.1,14.0
36005023501,Bronx,Bronx,3044,1405,1639,85.0,0.9,12.2,0.0,0.6,1329,27316,13906,50.8,76.5,13.0,39.1,25.8,9.8,12.3,21.7,1.8,57.6,9.4,8.1,1.5,37.5,10.2
36005023502,Bronx,Bronx,4706,2245,2461,77.2,3.0,16.5,0.0,1.5,2198,21582,12317,41.8,54.1,12.6,38.2,23.0,9.1,17.1,8.8,3.1,75.0,7.0,0.0,6.0,40.7,17.1
36005023600,Bronx,Bronx,2275,1125,1150,54.0,29.8,8.2,0.0,7.9,1161,40903,15934,32.2,49.2,14.0,37.4,23.2,11.5,13.8,19.0,7.4,60.1,11.9,0.5,1.1,40.5,13.3
36005023702,Bronx,Bronx,1216,655,561,73.9,2.5,20.1,0.0,0.3,514,32500,13510,35.1,62.4,7.5,56.3,23.0,8.2,5.1,10.5,3.6,78.2,5.5,0.0,2.3,46.0,13.8
36005023703,Bronx,Bronx,5014,2500,2514,73.1,4.0,19.8,0.0,2.7,2089,27128,12746,43.7,48.7,12.4,48.5,23.2,1.6,14.2,7.3,1.8,71.2,13.7,1.7,4.3,40.7,17.3
36005023704,Bronx,Bronx,3717,1541,2176,75.4,0.8,22.4,0.0,0.5,1502,20918,11199,55.0,75.9,11.3,53.4,17.7,10.8,6.8,14.9,0.0,58.8,18.1,1.2,7.0,43.8,7.2
36005023800,Bronx,Bronx,2567,1329,1238,60.4,16.8,18.2,0.0,3.9,1405,50074,17870,28.6,42.8,24.5,29.2,28.3,9.0,8.9,31.1,10.5,46.1,6.6,0.3,5.3,40.9,16.9
36005023900,Bronx,Bronx,8282,3887,4395,78.3,0.9,19.1,0.6,1.1,3346,20985,12525,45.2,65.6,13.9,46.5,17.2,7.5,14.8,13.3,3.9,69.6,10.2,0.0,3.0,40.8,12.4
36005024000,Bronx,Bronx,3963,2138,1825,67.7,5.1,25.6,0.0,0.7,2185,34705,16222,27.9,35.1,18.6,33.2,25.6,8.1,14.5,27.1,4.7,62.1,3.1,0.7,2.2,41.0,16.0
36005024100,Bronx,Bronx,6324,3194,3130,69.1,0.9,27.3,0.1,1.5,2801,23856,11044,38.6,54.0,16.1,43.2,16.8,8.5,15.4,14.8,5.4,63.1,10.0,2.0,4.8,41.4,15.9
36005024300,Bronx,Bronx,5748,2578,3170,69.2,1.1,23.3,0.0,6.1,2909,19669,10226,45.3,55.4,12.1,39.6,23.0,7.5,17.8,13.6,9.6,62.3,7.4,3.4,3.6,41.3,16.6
36005024400,Bronx,Bronx,2551,1215,1336,54.0,35.1,7.2,0.0,3.7,1385,59063,24849,9.9,12.6,38.3,18.6,27.9,7.6,7.6,41.0,5.7,41.8,7.8,1.3,2.5,41.6,14.5
36005024501,Bronx,Bronx,5162,2234,2928,73.7,0.7,25.6,0.0,0.0,2747,24864,11960,45.4,63.8,17.0,43.2,22.3,5.9,11.7,10.4,7.5,70.8,5.8,2.9,2.5,44.8,19.4
36005024502,Bronx,Bronx,3619,1796,1823,70.6,0.7,28.7,0.0,0.0,1718,25605,11275,54.5,75.5,10.8,51.2,23.9,12.0,2.1,7.1,1.6,62.5,15.5,3.3,10.1,39.4,15.3
36005024600,Bronx,Bronx,2223,1047,1176,37.3,43.9,3.1,0.0,14.8,1686,63516,32273,5.8,6.0,39.8,24.6,20.6,7.6,7.4,37.5,11.5,41.7,3.5,3.7,2.0,38.9,8.9
36005024700,Bronx,Bronx,1964,916,1048,43.8,2.6,51.7,0.0,1.9,1006,41455,18755,29.3,40.4,23.7,38.8,18.3,8.6,10.6,23.7,7.3,63.2,1.6,0.8,3.4,45.4,8.1
36005024800,Bronx,Bronx,3069,1422,1647,32.5,51.5,7.8,0.5,7.1,1989,52279,29807,9.6,21.4,34.4,24.7,17.7,20.0,3.2,29.2,13.5,45.6,8.4,0.0,3.3,37.8,8.7
36005024900,Bronx,Bronx,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36005025000,Bronx,Bronx,2663,1151,1512,29.6,54.8,1.2,0.0,12.5,1558,54726,31680,11.8,18.3,31.6,43.9,15.1,7.6,1.9,32.1,5.1,37.9,18.4,2.3,4.3,36.0,9.0
36005025100,Bronx,Bronx,6564,2967,3597,68.8,1.7,19.7,0.0,6.8,3400,28615,13571,34.6,44.0,27.8,30.8,20.5,6.6,14.3,11.4,4.1,72.9,7.0,4.6,0.0,40.9,10.0
36005025200,Bronx,Bronx,2692,1379,1313,34.6,41.9,6.9,0.3,13.3,1921,60625,23930,23.8,47.7,38.4,16.5,23.2,10.1,11.7,29.5,8.3,41.2,17.1,3.5,0.4,36.2,10.8
36005025300,Bronx,Bronx,5952,2908,3044,73.0,0.9,19.4,1.9,4.4,2814,30957,14595,24.5,31.2,15.2,42.0,23.0,6.1,13.7,12.3,4.1,71.7,6.1,2.9,2.8,44.8,18.4
36005025400,Bronx,Bronx,2200,1049,1151,26.7,56.4,3.5,0.0,10.1,1435,50238,24619,15.6,21.8,31.8,29.8,16.5,11.6,10.3,31.2,15.0,35.4,15.7,0.6,2.1,34.5,6.6
36005025500,Bronx,Bronx,5874,3149,2725,77.7,0.8,20.3,0.0,0.0,2667,19458,12273,50.3,64.6,9.2,54.4,14.0,5.5,16.9,12.2,9.7,67.9,6.9,0.0,3.4,42.1,17.2
36005025600,Bronx,Bronx,1831,794,1037,51.1,23.0,19.4,0.0,6.2,1080,37236,18727,27.9,39.1,22.4,29.1,27.8,13.2,7.5,20.0,15.1,49.9,8.4,3.9,2.7,42.5,29.1
36005025700,Bronx,Bronx,1728,912,816,76.3,1.9,21.9,0.0,0.0,1080,28203,18913,28.0,34.7,19.8,30.4,26.8,11.3,11.7,9.5,3.2,74.3,9.5,3.5,0.0,41.0,18.0
36005026100,Bronx,Bronx,1958,863,1095,41.5,4.0,49.6,0.0,1.5,1617,73688,41669,8.0,7.1,51.7,17.5,22.4,0.0,8.4,26.1,2.5,67.0,2.1,0.9,1.3,48.6,6.5
36005026300,Bronx,Bronx,6456,2985,3471,80.3,5.5,13.6,0.5,0.0,3801,32663,14302,34.4,53.9,16.8,35.2,28.7,6.7,12.6,9.5,4.6,67.3,9.3,0.0,9.3,45.6,13.2
36005026400,Bronx,Bronx,5842,2938,2904,51.9,33.3,6.4,0.3,7.5,4195,72019,32596,14.2,32.5,35.6,24.0,21.1,4.0,15.2,42.9,8.7,34.0,8.5,2.1,3.8,37.7,9.1
36005026500,Bronx,Bronx,7009,3116,3893,76.1,2.0,9.5,0.0,11.6,3393,31147,14124,32.3,49.6,17.6,36.6,26.3,8.4,11.1,15.0,4.4,65.3,8.0,0.6,6.8,43.3,13.0
36005026601,Bronx,Bronx,3035,1371,1664,47.2,44.3,3.1,0.0,4.8,2453,52450,28686,15.0,26.2,31.4,30.5,29.7,6.3,2.2,32.4,7.7,54.9,1.6,1.1,2.3,42.7,7.3
36005026602,Bronx,Bronx,5769,2512,3257,54.3,36.3,6.6,0.2,1.5,4056,40755,25420,19.6,17.8,30.3,24.0,36.5,7.1,2.1,33.3,8.4,55.5,0.0,0.7,2.1,42.3,14.9
36005026701,Bronx,Bronx,3659,1771,1888,67.2,3.6,3.7,0.0,21.9,1767,37061,18671,29.4,51.1,17.8,45.6,20.7,5.5,10.4,11.7,3.2,68.0,10.7,5.2,1.1,45.0,12.0
36005026702,Bronx,Bronx,6824,3110,3714,76.7,2.7,15.8,0.0,2.1,3646,39432,18652,27.6,41.0,23.7,34.7,20.3,7.4,13.9,19.8,3.3,56.1,11.2,1.7,7.9,40.9,13.5
36005026900,Bronx,Bronx,3862,1701,2161,71.7,7.4,14.1,0.0,4.0,2309,33365,17103,34.8,44.9,19.4,37.7,21.8,5.2,16.0,16.4,6.5,65.5,7.2,2.9,1.6,43.0,16.1
36005027300,Bronx,Bronx,8113,3785,4328,71.5,5.3,20.3,0.0,2.7,4880,42093,18044,24.4,39.7,21.9,36.1,23.9,7.6,10.5,19.4,5.4,67.5,5.6,0.8,1.4,44.5,16.4
36005027401,Bronx,Bronx,4576,2254,2322,9.1,86.3,0.0,0.0,4.5,3632,80673,36809,4.5,0.0,34.4,17.2,26.1,12.2,10.1,51.3,6.7,32.4,7.3,1.8,0.5,39.2,9.9
36005027402,Bronx,Bronx,3878,1798,2080,19.4,75.7,1.8,0.0,2.9,3089,71849,32326,9.4,5.9,42.0,13.5,33.5,6.9,4.0,60.4,8.6,22.8,3.1,0.0,5.2,34.9,4.4
36005027600,Bronx,Bronx,63,35,28,12.7,36.5,50.8,0.0,0.0,31,54167,14343,12.7,16.0,17.6,41.2,17.6,0.0,23.5,82.4,17.6,0.0,0.0,0.0,0.0,,45.2
36005027700,Bronx,Bronx,5892,3067,2825,69.6,7.2,19.9,0.3,1.3,2888,33095,14963,33.5,42.4,15.4,48.5,19.1,6.0,11.1,12.4,3.5,64.5,16.2,1.7,1.7,36.5,14.6
36005027900,Bronx,Bronx,6809,3488,3321,59.2,16.7,16.3,2.1,5.4,4698,55573,25801,11.6,17.5,25.4,29.3,34.5,6.4,4.5,19.4,1.8,66.3,5.4,1.7,5.4,47.2,9.5
36005028100,Bronx,Bronx,3974,1914,2060,34.4,31.4,26.8,0.4,3.0,3337,61886,30355,7.6,0.0,39.7,27.2,22.7,2.4,8.0,22.0,2.7,58.1,11.1,2.5,3.5,48.7,14.8
36005028300,Bronx,Bronx,3370,1449,1921,72.2,2.7,24.8,0.0,0.3,1951,24759,15903,32.5,46.3,22.4,32.9,25.7,4.6,14.4,24.8,6.4,50.6,14.1,1.1,2.9,38.2,12.5
36005028400,Bronx,Bronx,740,495,245,44.6,15.9,32.2,0.5,2.4,564,(X),7209,23.6,0.0,3.4,24.6,17.8,34.7,19.5,9.3,11.9,35.6,0.0,14.4,28.8,29.5,4.8
36005028500,Bronx,Bronx,3233,1626,1607,38.9,47.4,3.4,0.0,7.2,2311,54232,32688,17.1,14.6,58.1,14.5,19.9,2.6,4.9,22.2,7.1,54.9,10.7,2.1,2.9,42.1,5.7
36005028600,Bronx,Bronx,1288,624,664,34.3,55.2,0.9,0.0,9.6,900,61563,24913,21.6,36.4,44.4,12.5,18.8,9.6,14.7,33.4,12.8,32.4,19.5,0.0,1.9,30.6,9.8
36005028700,Bronx,Bronx,3281,1692,1589,52.6,32.6,5.2,1.4,7.0,1971,51692,26322,24.6,39.0,48.8,20.3,19.2,5.1,6.6,22.8,2.5,57.7,12.3,0.0,4.6,37.6,10.7
36005028800,Bronx,Bronx,3527,1722,1805,13.2,66.4,5.9,0.0,14.5,2162,91125,35402,4.9,7.5,50.0,21.5,16.0,3.3,9.2,38.5,13.3,28.0,16.9,1.9,1.4,31.8,3.6
36005028900,Bronx,Bronx,4326,2009,2317,59.1,27.0,4.5,0.0,4.4,2728,47361,31090,13.4,17.2,35.8,28.9,22.9,3.1,9.3,32.2,1.4,54.9,5.5,0.0,6.0,41.9,11.1
36005029301,Bronx,Bronx,1989,877,1112,15.5,72.9,5.5,0.0,2.8,1611,102045,70483,10.4,25.8,72.3,6.8,18.4,0.0,2.5,39.7,2.2,41.7,2.2,5.2,9.0,37.6,10.8
36005029302,Bronx,Bronx,5597,2623,2974,21.0,69.3,4.8,0.0,3.0,4175,94695,57617,1.4,0.0,65.0,15.6,16.9,0.6,1.9,37.2,9.2,38.0,6.5,2.5,6.6,46.3,6.3
36005029500,Bronx,Bronx,4725,2417,2308,19.7,57.3,12.3,0.0,6.9,3615,100750,50679,5.9,6.1,56.8,16.9,21.0,3.9,1.4,20.2,3.6,60.6,6.1,5.6,3.9,43.9,5.0
36005029600,Bronx,Bronx,1660,828,832,22.3,32.8,17.0,0.4,26.6,933,49013,27362,14.4,15.9,61.1,12.0,12.7,6.4,7.8,14.2,5.4,32.1,38.0,3.4,6.9,30.3,9.3
36005029700,Bronx,Bronx,3749,1881,1868,23.4,58.9,5.2,0.0,7.6,2764,93452,48951,3.1,0.0,70.4,10.3,16.3,2.1,0.9,31.1,8.9,42.9,8.9,3.3,4.9,45.7,6.4
36005030000,Bronx,Bronx,5801,2736,3065,53.9,32.7,3.9,0.0,9.6,4304,51806,31134,11.1,2.0,34.6,20.7,27.9,8.7,8.1,48.5,5.2,39.5,1.7,1.1,4.0,38.7,5.7
36005030100,Bronx,Bronx,1308,524,784,32.6,59.6,3.7,0.0,2.7,1113,76771,43653,12.3,0.0,67.9,4.6,22.4,0.0,5.1,32.9,17.6,36.2,9.3,0.0,4.0,42.1,3.4
36005030200,Bronx,Bronx,9607,3832,5775,24.4,7.2,60.2,1.3,0.6,7148,51536,29648,7.9,9.9,41.1,22.7,26.8,6.5,2.8,37.8,4.1,51.7,4.6,0.5,1.3,45.8,12.0
36005030701,Bronx,Bronx,5248,2463,2785,15.1,76.1,4.8,0.0,3.2,3676,80846,55327,7.8,10.2,64.3,4.2,26.0,4.3,1.1,39.4,4.5,38.1,7.2,2.3,8.5,42.8,4.4
36005030900,Bronx,Bronx,3896,1626,2270,11.7,76.8,6.0,0.7,4.1,2824,87238,48640,3.1,1.2,79.2,2.9,15.7,0.7,1.5,38.4,2.0,40.8,1.9,6.7,10.3,45.9,5.5
36005031000,Bronx,Bronx,4869,2181,2688,24.9,43.6,17.3,0.0,11.4,3865,80724,28097,11.0,23.6,42.0,16.6,22.3,11.0,8.1,54.2,14.5,24.2,2.4,1.3,3.4,33.8,7.1
36005031200,Bronx,Bronx,2015,1047,968,17.8,44.9,12.0,0.0,23.5,1301,62275,31987,4.0,0.0,41.6,23.8,20.6,6.4,7.6,49.7,7.5,33.7,5.2,1.1,2.9,34.5,10.4
36005031400,Bronx,Bronx,2300,1223,1077,24.6,48.0,10.2,0.0,15.4,1846,83393,35539,5.7,4.5,40.9,25.5,21.1,6.9,5.5,45.8,6.1,41.1,5.7,0.0,1.3,39.7,7.7
36005031600,Bronx,Bronx,1956,983,973,27.4,34.3,23.9,0.0,11.4,1339,70759,31252,15.1,21.0,38.5,20.1,24.1,7.6,9.7,53.1,4.4,34.1,6.2,1.3,1.0,36.7,8.3
36005031800,Bronx,Bronx,2252,1013,1239,31.9,45.3,12.7,0.0,9.3,1601,55739,20745,12.7,19.8,25.5,19.5,32.2,10.9,11.9,34.4,2.0,57.5,0.6,1.2,4.2,49.1,13.8
36005031900,Bronx,Bronx,645,163,482,19.4,69.0,6.5,0.0,3.1,644,,6249,84.3,,20.8,32.9,30.6,0.0,15.7,16.7,6.9,11.6,57.4,0.9,6.5,20.3,13.3
36005032300,Bronx,Bronx,4595,2253,2342,19.2,63.6,9.6,0.0,7.2,3604,87483,52496,3.5,1.0,64.9,7.1,19.0,0.0,9.0,44.6,2.5,45.2,2.6,0.0,5.1,44.2,11.6
36005032400,Bronx,Bronx,2954,1328,1626,68.0,9.8,17.8,0.0,0.7,1963,27946,17816,33.1,52.9,19.4,31.0,32.6,5.3,11.8,23.0,3.8,61.9,10.3,0.0,1.0,45.8,9.4
36005032600,Bronx,Bronx,3576,1766,1810,26.3,45.5,17.8,0.0,10.4,2226,56429,23382,6.5,1.8,42.3,12.6,21.9,8.6,14.6,46.4,8.3,35.1,6.2,2.7,1.2,39.8,10.7
36005032800,Bronx,Bronx,4260,2358,1902,56.0,12.2,22.6,0.0,7.1,2161,30089,15091,31.7,38.7,23.4,36.6,22.0,8.4,9.6,25.0,1.0,52.1,18.6,2.1,1.3,36.1,15.4
36005033000,Bronx,Bronx,5697,3037,2660,58.9,22.8,16.1,0.0,1.7,2795,37811,16270,25.9,40.3,13.0,34.6,27.3,4.7,20.4,16.5,3.4,73.8,3.5,1.6,1.3,46.9,9.3
36005033201,Bronx,Bronx,4125,1924,2201,63.5,17.7,11.3,0.0,3.1,2566,43038,23101,22.3,40.4,31.8,34.4,22.4,4.1,7.4,23.6,3.5,61.6,7.6,0.0,3.7,44.4,14.8
36005033202,Bronx,Bronx,4207,2040,2167,49.9,10.8,32.4,0.0,5.0,2729,40638,17377,23.1,26.7,35.9,19.2,25.0,5.5,14.4,32.9,2.5,54.5,9.8,0.0,0.3,42.1,17.3
36005033400,Bronx,Bronx,1441,713,728,60.7,10.0,26.2,0.0,3.2,828,45739,23160,19.2,17.2,36.3,29.3,20.0,4.3,10.2,30.8,5.6,53.2,5.2,5.2,0.0,39.9,11.1
36005033500,Bronx,Bronx,2207,898,1309,14.8,69.2,4.7,0.0,8.1,1703,86983,50934,6.5,0.0,58.0,15.1,21.6,3.3,2.0,27.9,4.5,43.0,15.0,1.7,7.9,39.2,8.4
36005033600,Bronx,Bronx,6613,3001,3612,47.6,4.4,43.9,0.0,3.1,4490,26071,23114,31.6,39.9,31.8,27.9,28.2,5.0,7.1,32.0,0.6,53.4,12.7,0.7,0.6,39.4,13.0
36005033700,Bronx,Bronx,2277,1028,1249,14.1,71.7,4.5,0.0,5.4,1602,83917,42938,5.8,3.0,46.5,15.0,24.4,9.0,5.1,48.9,6.0,34.4,3.2,1.4,6.0,43.0,8.0
36005033800,Bronx,Bronx,4247,2314,1933,43.4,5.1,44.6,0.0,5.2,2484,37043,16996,33.4,59.7,34.5,29.6,17.4,8.8,9.7,25.4,2.4,61.6,3.3,4.4,2.8,47.0,18.4
36005034000,Bronx,Bronx,4582,2304,2278,48.7,7.4,36.5,0.0,4.7,2570,34290,17652,31.4,39.8,18.8,27.9,33.8,8.9,10.6,22.7,4.0,55.9,11.5,3.2,2.7,43.0,16.7
36005034200,Bronx,Bronx,2128,974,1154,37.9,8.3,47.1,0.0,6.3,1214,43304,18132,17.5,22.4,32.0,34.0,19.6,7.1,7.3,34.2,1.1,59.6,2.2,3.0,0.0,44.9,17.5
36005034300,Bronx,Bronx,1755,882,873,40.4,45.6,11.1,0.0,1.7,1192,71780,28456,11.8,13.6,41.5,18.3,26.8,2.2,11.2,43.1,6.5,42.7,3.8,0.0,3.9,43.2,8.3
36005034400,Bronx,Bronx,2324,1032,1292,30.9,9.6,41.5,0.0,5.4,1385,67813,20082,14.6,14.1,21.4,29.5,24.0,13.9,11.2,40.2,16.2,41.7,0.7,0.0,1.3,45.8,13.0
36005034500,Bronx,Bronx,3461,1482,1979,25.3,49.2,5.0,0.0,18.6,2348,61938,36135,15.3,21.3,42.6,27.8,19.6,5.5,4.5,33.8,11.7,43.2,4.7,0.0,6.6,42.4,6.9
36005034800,Bronx,Bronx,7306,2979,4327,39.1,2.1,54.0,0.0,2.7,4625,36156,17146,21.8,31.1,29.2,35.9,21.8,3.1,10.0,21.1,2.9,60.6,10.4,0.3,4.8,52.5,17.7
